,quantity,unit_price,discount_percent,shipping_cost,Year,rating,customer_segment_Gold,customer_segment_Premium,product_name_External HDD,product_name_Gaming Chair,product_name_Headphones,product_name_Keyboard,product_name_Laptop,product_name_Monitor,product_name_Mouse,product_name_Phone Stand,product_name_Power Bank,product_name_Printer,product_name_Router,product_name_Smart Watch,product_name_Speakers,product_name_Tablet,subtotal,discount_amount,Revenue
15535,2,2719.35,0.37,11.68,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5438.7,2012.319,3438.0609999999997
15536,3,11087.23,0.32,61.78,2023,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33261.69,10643.740800000001,22679.7292
15538,1,2235.81,0.3,10.38,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2235.81,670.7429999999999,1575.4470000000001
15539,7,806.22,0.02,9.0,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5643.54,112.8708,5539.6692
15540,2,3657.76,0.08,15.63,2023,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7315.52,585.2416000000001,6745.9084
15541,4,2169.89,0.29,44.58,2023,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8679.56,2517.0723999999996,6207.0676
15542,9,12881.58,0.2,52.04,2023,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115934.22,23186.844,92799.416
15543,1,11841.34,0.28,50.78,2024,3.78987608752966,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11841.34,3315.5752,8576.544800000001
15544,2,2009.64,0.16,70.85,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4019.28,643.0848000000001,3447.0452
15548,10,2422.26,0.04,44.58,2023,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24222.600000000002,968.9040000000001,23298.276000000005
15549,1,187.24,0.02,1.61,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.24,3.7448,185.10520000000002
15550,7,884.57,0.21,95.41,2024,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6191.990000000001,1300.3179,4987.0821000000005
15551,1,55733.59,0.17,17.7,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55733.59,9474.7103,46276.579699999995
15553,3,5253.75,0.32,73.98,2023,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15761.25,5043.6,10791.63
15554,6,3922.3,0.12,88.75,2023,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23533.800000000003,2824.056,20798.494000000002
15555,2,13089.45,0.36,19.58,2024,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26178.9,9424.404,16774.076
15556,1,5621.09,0.07,76.07,2023,3.78987608752966,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5621.09,393.47630000000004,5303.6837
15557,7,2812.58,0.23,14.87,2024,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19688.059999999998,4528.2537999999995,15174.6762
15558,9,2079.51,0.01,66.36,2024,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18715.590000000004,187.15590000000003,18594.794100000003
15559,9,14156.1,0.37,10.15,2024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127404.90000000001,47139.813,80275.237
15561,1,2786.53,0.15,22.35,2024,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2786.53,417.97950000000003,2390.9005
15562,1,13585.68,0.37,77.96,2024,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13585.68,5026.7016,8636.9384
15564,8,2316.11,0.26,53.95,2023,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18528.88,4817.5088000000005,13765.321200000002
15566,1,25598.0,0.25,12.53,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25598.0,6399.5,19211.03
15568,8,709.99,0.08,6.78,2024,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5679.92,454.3936,5232.3063999999995
15569,6,3436.17,0.4,41.15,2024,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20617.02,8246.808,12411.362
15570,1,2145.54,0.05,50.67,2024,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2145.54,107.277,2088.933
15571,5,3067.03,0.17,80.47,2024,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15335.150000000001,2606.9755000000005,12808.6445
15572,2,1798.1,0.35,95.66,2023,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3596.2,1258.6699999999998,2433.1899999999996
15573,1,3785.6,0.09,65.86,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3785.6,340.70399999999995,3510.756
15574,1,12829.37,0.32,16.53,2023,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12829.37,4105.3984,8740.501600000001
15575,9,2286.05,0.38,55.2,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20574.45,7818.291,12811.359
15576,8,3342.53,0.26,65.59,2023,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26740.24,6952.4624,19853.3676
15577,4,26996.82,0.29,96.48,2023,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107987.28,31316.311199999996,76767.4488
15578,2,2737.05,0.36,93.12,2024,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5474.1,1970.6760000000002,3596.544
15579,1,21274.29,0.226172997290527,84.62,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21274.29,4811.669934527886,16547.240065472113
15582,1,14219.01,0.04,78.79,2024,3.78987608752966,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14219.01,568.7604,13729.039600000002
15584,2,4583.58,0.2,70.81,2023,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9167.16,1833.432,7404.5380000000005
15586,7,4000.0,0.01,44.86,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28000.0,280.0,27764.86
15587,1,886.37,0.16,40.08,2024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,886.37,141.8192,784.6308
15588,8,755.62,0.38,13.96,2024,3.78987608752966,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6044.96,2297.0848,3761.8352
15589,1,2793.91,0.08,61.01,2023,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2793.91,223.5128,2631.4072
15591,7,13170.43,0.28,59.47,2023,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92193.01000000001,25814.042800000007,66438.4372
15592,10,1950.51,0.04,53.09,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19505.1,780.204,18777.985999999997
15595,1,3400.34,0.29,53.34,2023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3400.34,986.0985999999999,2467.5814000000005
15596,4,737.3,0.02,66.08,2023,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2949.2,58.983999999999995,2956.296
15598,1,14244.7,0.226172997290527,73.72,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14244.7,3221.7664945043703,11096.65350549563
15599,10,3374.91,0.38,23.81,2024,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33749.1,12824.658,20948.252
15600,10,13339.91,0.02,72.3,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,133399.1,2667.982,130803.418
15601,10,762.76,0.25,65.89,2023,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7627.6,1906.9,5786.590000000001
15602,10,4516.2,0.13,30.1,2023,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45162.0,5871.06,39321.04
15603,5,62089.56,0.15,69.02,2023,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310447.8,46567.17,263949.65
15604,2,3274.4,0.1,38.74,2024,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6548.8,654.8800000000001,5932.66
15605,7,2273.61,0.36,8.67,2023,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15915.27,5729.4972,10194.4428
15606,1,4444.25,0.04,47.02,2023,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4444.25,177.77,4313.5
15607,1,21793.7,0.18,48.39,2023,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21793.7,3922.866,17919.224000000002
15608,10,173.07,0.38,76.14,2023,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1730.6999999999998,657.6659999999999,1149.174
15610,8,49852.61,0.11,87.9,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398820.88,43870.296800000004,355038.4832
15611,9,1736.56,0.15,17.56,2024,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15629.039999999999,2344.3559999999998,13302.243999999999
15612,10,13332.57,0.36,98.77,2024,3.78987608752966,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133325.7,47997.252,85427.21800000001
15613,4,783.8,0.226172997290527,79.96,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3135.2,709.0975811052602,2506.0624188947395
15614,3,28708.1,0.11,39.73,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86124.29999999999,9473.672999999999,76690.35699999999
15615,10,13245.28,0.3,70.75,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,132452.80000000002,39735.840000000004,92787.71000000002
15616,1,2285.79,0.226172997290527,13.59,2023,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2285.79,516.9839754767137,1782.3960245232863
15617,10,709.92,0.1,56.72,2024,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7099.2,709.9200000000001,6446.0
15620,5,1766.17,0.14,13.89,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8830.85,1236.3190000000002,7608.421
15621,7,10667.78,0.18,88.72,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74674.46,13441.4028,61321.77720000001
15622,2,2606.22,0.226172997290527,99.13,2023,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5212.44,1178.9131779970346,4132.656822002965
15623,8,13410.15,0.17,92.64,2023,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107281.2,18237.804,89136.036
15624,9,12486.47,0.226172997290527,56.83,2024,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,112378.23,25416.92110930422,87018.13889069577
15627,1,12493.3,0.02,48.23,2024,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12493.3,249.86599999999999,12291.663999999999
15629,1,11486.01,0.33,37.31,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11486.01,3790.3833000000004,7732.9367
15630,1,13165.45,0.04,43.68,2023,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13165.45,526.618,12682.512
15631,6,2851.38,0.2,8.33,2024,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17108.28,3421.656,13694.954
15632,1,859.8,0.03,85.25,2023,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.8,25.793999999999997,919.256
15633,4,5946.76,0.18,40.42,2023,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23787.04,4281.6672,19545.7928
15636,3,57140.15,0.35,0.59,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171420.45,59997.1575,111423.8825
15637,3,731.84,0.16,85.06,2023,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2195.52,351.2832,1929.2967999999998
15638,4,16003.65,0.16,32.92,2024,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64014.6,10242.336,53805.183999999994
15639,9,12896.46,0.32,53.46,2024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116068.13999999998,37141.8048,78979.7952
15640,7,3969.84,0.07,18.88,2023,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27788.88,1945.2216000000003,25862.5384
15641,1,10351.83,0.07,6.45,2024,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10351.83,724.6281,9633.6519
15642,10,16085.53,0.16,75.26,2023,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160855.30000000002,25736.848,135193.71200000003
15645,1,3180.32,0.32,48.25,2023,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3180.32,1017.7024000000001,2210.8676
15646,2,47516.0,0.16,31.9,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95032.0,15205.12,79858.78
15648,10,820.59,0.31,93.99,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8205.9,2543.8289999999997,5756.061
15649,8,222.79,0.31,44.25,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782.32,552.5192,1274.0508
15650,1,3892.0,0.02,67.71,2024,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3892.0,77.84,3881.87
15652,1,708.96,0.33,28.29,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,708.96,233.95680000000002,503.2932
15653,8,197.33,0.226172997290527,42.82,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.64,357.0457404427176,1264.4142595572823
15655,7,7460.55,0.38,3.53,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52223.85,19845.063,32382.317
15658,2,218.47,0.12,9.58,2023,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.94,52.4328,394.0872
15659,2,6471.72,0.19,92.89,2024,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12943.44,2459.2536,10577.0764
15660,3,7520.19,0.32,74.61,2023,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22560.57,7219.3824,15415.7976
15661,6,3255.37,0.36,93.32,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19532.22,7031.599200000001,12593.9408
15662,10,3077.34,0.1,35.51,2023,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30773.4,3077.34,27731.57
15663,1,275000.0,0.31,20.17,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275000.0,85250.0,189770.17
15664,5,15214.59,0.32,59.7,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76072.95,24343.344,51789.306
15665,5,7555.19,0.02,49.39952138694063,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37775.95,755.519,37069.83052138694
15667,1,13129.29,0.2,69.83,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13129.29,2625.858,10573.262
15669,3,12472.35,0.15,26.57,2023,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37417.05,5612.5575,31831.062500000004
15670,3,11189.14,0.38,39.3,2024,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33567.42,12755.6196,20851.1004
15671,3,12422.81,0.15,9.46,2023,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37268.43,5590.2645,31687.6255
15672,6,2375.48,0.28,83.69,2023,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14252.880000000001,3990.806400000001,10345.7636
15674,1,27917.43,0.07,38.38,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27917.43,1954.2201000000002,26001.589900000003
15675,6,6961.87,0.35,0.62,2023,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41771.22,14619.927,27151.913
15677,1,3525.12,0.03,16.87,2024,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3525.12,105.75359999999999,3436.2364
15679,10,13631.92,0.04,22.14,2024,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,136319.2,5452.768000000001,130888.57200000001
15680,7,788.41,0.25,71.8,2024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5518.87,1379.7175,4210.9525
15681,2,783.82,0.226172997290527,79.24,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1567.64,354.5578374725218,1292.3221625274784
15683,3,917.59,0.37,25.61,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2752.77,1018.5249,1759.8551
15685,1,2374.39,0.22,50.73,2023,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2374.39,522.3657999999999,1902.7541999999999
15686,3,7267.44,0.32,64.92,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21802.32,6976.7424,14890.4976
15687,1,13191.43,0.08,2.11,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13191.43,1055.3144,12138.225600000002
15688,9,13977.55,0.226172997290527,47.31,2023,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125797.95,28452.09940450385,97393.16059549614
15689,9,12091.52,0.3,77.82,2024,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108823.68000000001,32647.104,76254.39600000001
15692,10,2853.95,0.06,42.94,2023,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28539.5,1712.37,26870.07
15693,8,2840.05,0.32,4.52,2023,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22720.4,7270.528,15454.392000000002
15694,3,8860.25,0.14,20.75,2024,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26580.75,3721.3050000000003,22880.195
15695,10,5994.23,0.36,5.5,2023,3.78987608752966,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59942.299999999996,21579.228,38368.572
15696,3,24429.88,0.05,1.29,2023,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73289.64,3664.482,69626.44799999999
15697,5,25581.37,0.13,27.85,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,127906.84999999999,16627.890499999998,111306.8095
15698,6,915.54,0.34,22.03,2023,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5493.24,1867.7016,3647.5683999999997
15700,1,5320.47,0.25,15.54,2024,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5320.47,1330.1175,4005.8925
15701,1,23971.7,0.28,43.42,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23971.7,6712.076000000001,17303.043999999998
15702,3,53783.48,0.17,35.12,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161350.44,27429.574800000002,133955.9852
15703,5,16682.18,0.27,42.23,2024,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83410.9,22520.943,60932.187
